Amount,TimeOfDay,DaysSince,TransactionFreq,IsInternational,IsHighRiskCat,HasRecentFraud,FraudLabel
203.59,17.70,955,0.565240,false,false,false,0
168.53,13.60,631,0.475603,false,false,false,0
387.72,16.73,694,0.359745,false,false,false,0
7061.42,2.47,49,0.179550,false,false,false,1
324.38,18.78,722,0.489128,false,false,false,0
39.42,13.50,563,0.685609,true,false,false,0
11141.61,4.54,36,0.159185,false,false,true,1
5997.34,2.98,64,0.059394,true,true,true,1
13725.58,4.25,63,0.090639,true,true,false,1
247.33,16.38,811,0.647912,false,false,false,0
8796.17,3.50,25,0.053477,true,true,false,1
217.59,14.55,489,0.413549,false,false,false,0
17538.90,3.84,48,0.084052,false,true,false,1
322.82,20.60,684,0.547023,false,false,false,0
78.72,10.57,989,0.638889,false,false,false,0
15585.73,5.11,40,0.196306,true,false,false,1
6105.98,1.22,63,0.186849,true,false,false,1
312.52,7.92,614,0.433140,true,false,false,0
18291.03,2.67,39,0.065379,true,true,false,1
5926.71,3.49,23,0.095493,true,true,false,1
12435.26,5.84,34,0.134101,true,true,false,1
171.44,11.12,462,0.571189,false,false,false,0
7836.29,1.28,36,0.074127,true,false,false,1
354.13,9.50,769,0.418760,false,false,false,0
169.46,19.78,958,0.419920,false,false,false,0
15.39,12.81,588,0.677119,false,false,false,0
141.50,8.44,564,0.305698,false,false,false,0
16680.03,4.23,16,0.183618,true,true,false,1
55.93,16.87,758,0.436888,false,false,false,0
12869.06,0.49,62,0.058240,true,true,true,1
172.43,14.80,594,0.522438,false,true,false,0
29.32,12.40,429,0.668536,false,false,false,0
408.73,10.46,445,0.460835,false,false,false,0
384.19,18.03,1017,0.334028,false,false,false,0
78.34,10.02,774,0.387671,false,true,false,0
387.44,9.04,904,0.579849,false,false,false,0
5455.76,1.64,33,0.062240,false,true,false,1
17509.62,0.85,45,0.072192,false,false,false,1
176.32,12.72,1020,0.614590,false,false,false,0
291.23,9.46,789,0.565752,false,false,false,0
172.60,16.33,866,0.609164,false,false,false,0
332.30,18.17,749,0.499884,false,false,false,0
9514.01,0.29,53,0.162670,false,false,false,1
13133.40,0.41,32,0.140053,true,false,false,1
313.67,20.71,1072,0.616173,false,false,false,0
406.66,16.87,679,0.323733,false,false,false,0
17227.03,2.92,63,0.171484,true,true,false,1
132.03,16.96,840,0.661028,false,false,false,0
318.50,20.68,755,0.522460,false,false,false,0
182.98,20.30,621,0.493749,true,false,false,0
175.62,11.05,959,0.662772,false,false,false,0
156.08,12.47,773,0.332533,false,false,false,0
281.13,15.84,917,0.403818,false,false,false,0
274.62,12.79,1071,0.549883,false,false,false,0
11228.59,1.07,30,0.112557,true,true,false,1
8236.28,2.49,26,0.108903,true,false,false,1
357.25,13.01,928,0.624151,false,true,false,0
356.21,12.32,443,0.501256,false,false,false,0
366.89,19.41,1091,0.476447,false,false,false,0
280.32,7.15,396,0.613642,false,false,false,0
5761.84,2.97,69,0.069391,true,false,false,1
146.91,18.06,792,0.621388,false,false,false,0
341.68,17.53,1048,0.400053,false,false,false,0
71.52,18.16,978,0.665206,false,false,false,0
61.06,13.03,1047,0.477624,true,false,false,0
272.20,15.30,626,0.444195,false,false,false,0
217.35,7.49,640,0.542553,false,false,true,0
5154.09,5.13,69,0.073076,false,false,true,1
34.71,15.31,1056,0.473991,false,false,false,0
92.69,20.57,638,0.530339,false,false,false,0
161.50,8.95,382,0.689992,false,false,false,0
79.34,7.19,577,0.648484,false,false,false,0
383.71,15.41,899,0.499067,false,false,false,0
9768.86,5.11,11,0.081673,false,true,true,1
396.34,20.78,688,0.676598,false,true,false,0
18524.08,0.04,10,0.178910,true,false,false,1
20.76,8.04,591,0.319853,false,false,false,0
309.83,12.49,414,0.305115,false,false,false,0
10678.35,3.23,13,0.104499,false,true,false,1
5621.29,1.67,29,0.053807,false,false,false,1
22.39,17.59,576,0.489730,true,false,false,0
165.21,17.48,1079,0.371356,false,false,false,0
102.95,9.93,1061,0.424288,false,false,false,0
353.53,17.41,879,0.385435,false,false,false,0
13781.41,0.79,37,0.075825,true,true,false,1
48.46,19.00,989,0.323620,false,false,false,0
14.06,15.26,370,0.579065,false,false,false,0
215.13,10.66,568,0.506483,false,false,false,0
276.91,13.01,860,0.578747,false,false,false,0
85.37,13.47,566,0.517757,false,false,false,0
8423.93,2.03,38,0.088793,true,false,true,1
148.99,18.51,774,0.321243,false,false,false,0
333.04,18.20,683,0.698924,false,true,false,0
27.14,13.61,759,0.617436,false,false,false,0
14700.08,1.10,56,0.197076,true,true,false,1
395.74,9.98,428,0.406810,true,false,false,0
258.37,12.89,585,0.631330,false,false,false,0
362.03,10.65,1020,0.359874,true,false,false,0
15093.05,2.14,39,0.183750,true,true,true,1
55.73,14.76,456,0.626205,true,false,false,0
334.52,7.80,1093,0.311770,false,false,false,0
14678.34,4.94,54,0.195116,true,true,false,1
206.44,9.75,999,0.682059,false,false,false,0
40.99,8.44,882,0.604451,true,false,false,0
128.47,18.08,510,0.397037,false,false,false,0
5363.69,3.10,19,0.114663,true,true,false,1
202.21,10.21,1018,0.643115,false,true,false,0
206.44,16.47,852,0.356584,false,true,false,0
14917.73,4.59,35,0.124430,true,true,false,1
5236.91,4.55,20,0.157645,true,false,false,1
14279.24,5.45,51,0.068589,true,false,true,1
35.33,13.08,967,0.658005,false,false,false,0
12254.14,1.56,12,0.179441,true,false,false,1
145.67,20.03,469,0.431144,false,false,false,0
130.04,14.35,1079,0.372360,false,false,false,0
253.54,16.84,961,0.694328,true,false,false,0
238.73,14.22,639,0.307658,false,true,false,0
173.95,12.52,800,0.531534,false,false,false,0
56.63,9.93,470,0.460011,true,false,false,0
19471.73,3.21,30,0.094897,true,false,false,1
353.63,18.36,612,0.632247,false,false,false,0
243.25,17.76,893,0.494293,false,false,false,0
64.02,20.04,715,0.675915,true,true,false,0
12134.19,2.01,13,0.196208,false,true,false,1
53.85,18.39,430,0.492970,false,true,false,0
231.26,9.67,697,0.487311,false,false,false,0
7601.12,4.64,36,0.136771,true,true,false,1
26.22,10.45,959,0.635648,false,false,false,0
339.67,8.81,852,0.532083,false,false,false,0
70.46,11.21,1025,0.615964,true,false,false,0
345.28,12.78,431,0.466375,false,false,false,0
95.79,20.80,382,0.561669,false,false,false,0
13983.78,2.19,63,0.082236,false,true,false,1
155.96,20.40,957,0.331435,false,false,false,0
300.48,18.01,764,0.307730,false,false,false,0
24.89,12.16,530,0.308707,false,false,false,0
381.17,10.57,612,0.400076,false,true,false,0
9720.62,0.79,68,0.140048,true,true,false,1
8749.12,4.54,14,0.074400,false,true,false,1
46.57,19.06,558,0.550683,false,false,false,0
66.68,18.05,621,0.390104,false,false,false,0
10561.57,1.96,49,0.141233,true,false,false,1
36.99,8.04,968,0.405721,false,false,false,0
361.95,16.31,426,0.632204,false,false,false,0
287.76,20.03,665,0.654368,false,false,false,0
10467.52,1.82,47,0.194635,false,true,false,1
176.17,10.63,1042,0.622440,true,false,false,0
165.46,13.76,795,0.634486,false,false,false,0
9517.30,4.63,19,0.172042,true,true,false,1
333.50,9.12,900,0.364309,false,false,false,0
311.88,9.26,881,0.603696,true,false,false,0
13298.44,3.93,52,0.149783,true,true,true,1
244.13,18.60,468,0.321529,false,false,false,0
278.69,13.61,414,0.448073,false,false,false,0
80.67,20.83,658,0.362063,true,false,false,0
47.99,9.12,824,0.337560,false,false,false,0
193.38,8.32,485,0.429869,false,false,false,0
383.79,9.12,537,0.337124,false,false,false,0
91.93,18.40,738,0.417122,false,false,false,0
9948.85,3.40,25,0.068828,true,true,false,1
9039.02,4.40,66,0.057691,true,true,false,1
212.52,11.21,894,0.324051,false,false,false,0
77.86,13.71,442,0.645947,false,false,false,0
344.26,18.88,749,0.440424,true,false,false,0
18117.16,1.46,30,0.131271,false,false,true,1
344.78,10.46,376,0.389196,false,false,false,0
242.70,19.25,783,0.579282,true,false,false,0
296.10,17.09,640,0.429102,false,false,false,0
86.46,14.35,816,0.603997,true,false,false,0
65.84,12.33,569,0.397790,false,false,false,0
18704.90,3.15,27,0.190431,true,false,false,1
9231.47,2.45,32,0.197287,true,false,false,1
186.02,14.87,844,0.444563,false,true,false,0
312.93,14.93,720,0.482916,false,false,false,0
321.08,17.26,620,0.626164,false,true,false,0
14355.76,1.56,34,0.062040,false,false,false,1
319.16,12.63,505,0.627276,false,false,false,0
15459.29,4.06,38,0.108626,true,true,true,1
232.46,11.23,894,0.578881,false,false,false,0
10027.29,1.35,55,0.073395,true,false,false,1
103.61,19.56,596,0.652373,false,false,false,0
79.18,13.40,543,0.354809,false,false,false,0
11765.85,2.75,53,0.134621,false,true,false,1
185.87,15.15,1088,0.406535,false,false,false,0
13043.51,0.85,39,0.181813,false,false,false,1
18542.38,3.87,32,0.178364,true,false,false,1
141.86,19.31,917,0.454301,false,false,false,0
391.98,17.69,450,0.488692,true,false,false,0
46.07,18.16,1079,0.591075,false,false,false,0
12716.79,3.13,19,0.145513,true,true,false,1
21.38,7.02,642,0.365530,false,false,false,0
12523.76,2.09,57,0.142097,true,true,false,1
181.71,9.62,408,0.682366,false,true,false,0
12512.35,3.44,27,0.051429,false,false,false,1
121.86,9.12,373,0.328131,false,false,false,0
45.39,20.49,747,0.689420,false,true,false,0
11146.13,3.30,47,0.053312,true,true,false,1
230.23,9.19,489,0.385101,false,false,false,0
62.70,8.60,775,0.394593,false,false,false,0
370.70,9.82,987,0.442975,false,false,false,0
9576.39,2.86,48,0.130461,false,true,false,1
12418.97,0.13,56,0.084441,true,true,true,1
221.09,19.57,1037,0.321240,false,false,false,0
18194.46,4.16,52,0.142340,true,false,true,1
126.58,12.00,1056,0.537511,false,false,false,0
209.80,8.68,521,0.497500,false,false,false,0
18.17,10.89,882,0.520759,false,false,false,0
11677.55,2.46,61,0.050302,true,true,false,1
5014.11,5.67,20,0.150780,false,false,false,1
5157.64,4.09,59,0.107482,false,false,true,1
232.37,10.79,888,0.530135,false,false,false,0
186.93,11.27,376,0.430744,false,false,false,0
16808.83,5.29,14,0.157096,false,false,false,1
170.01,10.38,1061,0.573954,false,false,false,0
10074.92,1.65,28,0.107430,false,true,false,1
191.98,15.43,789,0.558321,false,false,false,0
16885.89,0.75,36,0.140923,true,false,false,1
105.45,13.68,902,0.518348,true,false,false,0
8829.74,5.45,21,0.130883,true,true,false,1
391.28,18.41,613,0.323054,false,false,false,0
286.09,16.42,631,0.552406,false,true,false,0
70.40,20.51,384,0.350502,false,false,false,0
300.30,11.55,630,0.682056,true,false,false,0
210.92,11.43,384,0.460128,false,false,false,0
242.86,7.71,922,0.435294,false,true,false,0
8856.80,2.50,46,0.101477,false,false,false,1
291.55,19.42,515,0.677834,false,false,false,0
310.92,17.56,498,0.545968,false,true,false,0
315.73,14.54,629,0.642118,false,false,false,0
369.48,15.91,921,0.646212,false,false,false,0
19850.74,3.51,56,0.101989,false,true,false,1
13746.93,2.07,65,0.125230,false,true,true,1
16490.58,3.22,51,0.137881,true,true,true,1
287.02,12.80,876,0.504187,false,false,false,0
28.22,13.01,882,0.347716,false,false,false,0
16416.76,5.39,46,0.168402,true,false,true,1
267.88,13.62,494,0.370002,true,false,false,0
142.76,9.60,581,0.630995,false,false,false,0
122.47,8.65,726,0.538929,false,false,false,0
16516.27,1.90,15,0.090539,true,true,false,1
30.84,8.82,466,0.652357,false,false,false,0
9537.33,5.85,27,0.061894,true,true,false,1
393.85,15.74,786,0.319420,false,false,false,0
304.37,7.29,553,0.309818,false,false,false,0
363.60,11.76,492,0.488868,false,false,false,0
361.56,15.46,783,0.652933,false,false,false,0
13899.60,0.14,60,0.064685,true,true,true,1
58.15,18.17,633,0.672074,false,false,false,0
257.06,19.92,586,0.453753,false,false,false,0
119.90,13.53,1063,0.300161,false,false,false,0
303.52,13.62,476,0.447419,false,false,false,0
18460.56,2.28,24,0.071194,true,false,false,1
265.58,12.03,593,0.413153,false,false,false,0
211.53,15.20,827,0.547991,false,false,false,0
263.06,15.06,1011,0.500754,true,false,false,0
234.45,10.03,1003,0.312249,true,false,false,0
12526.99,1.37,55,0.110496,true,false,false,1
393.01,12.82,400,0.579302,false,false,false,0
7097.96,1.27,60,0.144845,false,false,false,1
15919.60,3.30,59,0.159344,false,false,false,1
352.99,12.06,839,0.661637,false,false,false,0
10975.03,0.75,52,0.133556,true,true,false,1
171.75,17.04,614,0.331496,false,false,false,0
298.42,10.72,453,0.459537,false,true,false,0
387.55,18.77,532,0.495018,false,false,false,0
14234.91,0.37,60,0.191515,false,true,false,1
7165.60,0.25,18,0.061836,true,false,true,1
136.31,18.61,1027,0.497247,false,false,false,0
250.83,19.31,571,0.342316,true,false,false,0
263.67,19.68,684,0.304369,false,false,false,0
219.67,17.89,1074,0.646597,true,false,false,0
18120.83,5.59,47,0.137883,false,false,false,1
368.31,15.27,451,0.527573,false,false,false,0
9610.54,0.61,35,0.116154,false,true,true,1
43.08,10.29,699,0.470059,false,false,false,0
11798.59,3.15,19,0.188300,true,true,false,1
173.64,11.44,911,0.467096,false,false,false,0
263.79,19.95,977,0.331129,false,false,false,0
8487.64,5.93,59,0.103443,false,false,true,1
159.32,8.38,614,0.322876,false,true,false,0
10478.40,4.19,61,0.158638,false,false,false,1
360.42,11.45,628,0.337325,false,false,false,0
284.75,15.34,827,0.420106,true,false,false,0
6677.86,2.97,21,0.125858,true,true,true,1
152.91,16.55,880,0.617844,true,false,false,0
350.50,10.31,475,0.496406,true,false,false,0
75.41,7.85,575,0.653822,false,false,false,0
350.24,9.84,875,0.452730,false,false,false,0
236.41,9.59,470,0.338946,false,false,false,0
232.53,12.40,623,0.535058,false,true,false,0
9217.85,3.37,54,0.069263,false,true,false,1
390.86,7.58,1013,0.662525,true,false,false,0
8778.70,4.94,27,0.176782,true,true,false,1
12915.81,5.51,35,0.161238,false,false,true,1
9630.16,1.58,57,0.061800,true,false,false,1
356.89,19.24,570,0.369219,false,false,false,0
177.72,9.37,729,0.373282,true,false,false,0
123.23,13.29,854,0.654789,false,false,false,0
9573.96,3.28,37,0.104394,false,true,false,1
189.63,20.63,740,0.606350,false,false,false,0
61.27,20.43,783,0.441225,true,true,false,0
21.55,18.54,716,0.611671,false,false,false,0
317.57,14.68,564,0.405052,false,false,false,0
294.06,19.22,620,0.481297,true,false,false,0
33.60,17.21,638,0.376237,false,false,false,0
16787.43,1.25,61,0.056878,true,false,true,1
155.50,15.41,408,0.659549,false,false,false,0
206.73,14.81,1077,0.469022,false,false,false,0
213.35,14.30,463,0.693413,false,false,false,0
244.87,17.47,922,0.652517,false,true,false,0
172.33,9.49,668,0.440324,false,false,false,0
145.67,17.95,934,0.663644,false,false,false,0
14798.44,1.09,46,0.117861,true,true,false,1
76.15,8.77,636,0.367134,false,true,false,0
8483.00,3.52,33,0.108961,true,true,false,1
19785.92,2.08,16,0.165224,true,true,false,1
5712.23,3.04,47,0.181175,true,true,true,1
8893.20,4.47,45,0.152744,true,false,true,1
235.98,7.01,830,0.684656,false,false,false,0
346.43,18.97,793,0.344993,false,false,false,0
347.38,9.72,598,0.406120,true,false,false,0
12599.63,2.40,46,0.175355,true,true,false,1
290.74,12.38,716,0.597995,false,false,false,0
222.85,17.92,393,0.394101,true,false,false,0
7914.00,5.51,65,0.055002,false,false,true,1
356.40,7.17,514,0.626151,false,false,false,0
203.93,9.69,595,0.471208,false,false,false,0
247.00,8.19,827,0.457470,false,false,false,0
215.49,7.48,958,0.425265,false,false,false,0
11549.53,0.44,67,0.140660,false,false,true,1
5455.38,4.73,60,0.107609,false,true,false,1
375.98,12.66,907,0.487067,false,false,false,0
8527.30,3.07,24,0.079756,true,false,false,1
396.23,19.64,1069,0.330754,false,false,false,0
6273.59,4.46,48,0.079246,true,true,true,1
16.17,16.96,974,0.667846,false,false,false,0
18000.47,3.21,49,0.161444,true,false,false,1
184.66,11.49,425,0.661579,false,false,false,0
134.06,20.77,531,0.394476,false,false,false,0
10677.47,5.36,25,0.198817,true,false,false,1
12261.60,4.06,55,0.170627,false,false,false,1
342.84,13.62,781,0.523805,false,false,false,0
364.14,9.93,713,0.401892,false,false,false,0
326.91,15.62,712,0.555670,false,false,false,0
299.33,18.08,781,0.524286,false,false,false,0
10381.18,1.49,11,0.124819,true,false,false,1
12.29,9.75,378,0.371988,false,false,false,0
187.65,11.54,820,0.625249,true,false,false,0
341.39,12.21,826,0.670936,false,false,false,0
9273.88,3.09,45,0.110555,false,true,false,1
223.43,12.80,753,0.568300,false,false,false,0
268.10,15.29,408,0.377398,true,false,false,0
129.79,17.16,955,0.350867,false,false,false,0
232.66,8.28,386,0.482310,false,false,false,0
18837.64,1.42,27,0.126904,true,true,false,1
8748.11,4.36,53,0.160808,false,true,true,1
35.46,11.46,504,0.378203,false,true,false,0
17115.69,4.94,65,0.182742,true,true,true,1
17796.58,4.01,24,0.055083,false,false,false,1
7182.59,2.01,60,0.083295,false,false,false,1
5898.54,3.78,30,0.080274,false,false,true,1
285.59,11.99,538,0.339499,false,false,false,0
352.36,13.27,621,0.418467,false,false,false,0
10358.05,2.09,47,0.166115,true,false,false,1
141.58,11.48,1036,0.357673,false,false,false,0
371.24,18.42,943,0.619824,false,false,false,0
16163.91,5.07,13,0.159995,true,true,true,1
157.92,7.38,596,0.569457,false,true,false,0
18782.04,5.41,29,0.197063,true,false,false,1
308.47,8.56,385,0.484232,false,false,false,0
10205.40,4.61,41,0.161445,true,false,false,1
11232.10,3.71,14,0.101977,true,true,true,1
289.16,16.21,784,0.680751,false,false,false,0
198.95,17.78,1090,0.442925,false,false,false,0
13335.56,1.68,59,0.189122,false,true,true,1
193.49,11.13,1065,0.564152,false,false,false,0
11112.82,1.59,59,0.161040,true,true,true,1
226.60,20.51,451,0.480936,true,false,false,0
406.79,14.66,803,0.699578,false,false,false,0
56.07,19.31,778,0.623312,false,false,false,0
6174.83,3.84,66,0.142351,true,true,false,1
301.94,10.38,950,0.345463,false,false,true,0
19128.76,4.59,57,0.162867,true,true,false,1
16797.25,5.33,29,0.156468,true,true,false,1
10.49,11.96,914,0.483727,false,false,false,0
9347.69,4.08,62,0.177255,true,false,false,1
14376.68,4.42,61,0.094764,false,true,false,1
224.74,10.79,456,0.661497,false,false,false,0
86.02,8.19,475,0.577790,false,false,false,0
63.16,9.47,881,0.366092,false,false,false,0
201.03,12.03,466,0.534939,false,false,false,0
12339.00,2.38,67,0.105895,true,true,false,1
14710.54,1.98,20,0.087159,true,false,false,1
18571.54,4.32,33,0.138615,true,false,false,1
17.39,18.06,543,0.411134,false,true,false,0
105.37,20.30,403,0.595427,false,false,false,0
6756.59,2.33,19,0.192927,true,false,false,1
13461.26,2.65,11,0.198610,false,false,true,1
7183.42,3.67,26,0.121956,false,true,false,1
103.31,10.07,368,0.306802,true,false,false,0
7563.98,4.14,60,0.129616,true,true,true,1
10360.45,2.47,62,0.148032,true,false,false,1
91.39,8.54,1025,0.425752,false,true,false,0
293.43,18.28,528,0.654529,false,false,false,0
95.20,19.50,920,0.486349,false,false,false,0
116.58,19.73,1021,0.448004,false,false,false,0
7354.58,2.22,35,0.050984,true,false,false,1
164.22,20.33,918,0.400819,true,false,false,0
238.95,14.08,595,0.327415,false,false,false,0
16011.78,0.78,49,0.147269,true,false,false,1
17191.69,6.00,47,0.175080,false,true,false,1
14872.71,0.57,35,0.064059,true,false,false,1
112.88,13.23,554,0.356154,false,false,false,0
17567.46,3.27,16,0.100253,true,false,true,1
409.34,19.41,474,0.378922,false,false,false,0
358.01,11.72,372,0.496892,false,false,false,0
346.66,7.43,880,0.316241,false,false,false,0
14325.41,1.72,53,0.145143,false,true,false,1
48.95,15.42,454,0.434090,false,false,false,0
16015.76,3.18,63,0.179750,false,true,false,1
20.00,19.72,648,0.626943,false,false,false,0
403.18,11.62,581,0.503350,false,false,false,0
298.64,10.34,736,0.494529,true,false,false,0
9804.00,5.07,11,0.197042,true,true,false,1
338.59,15.87,682,0.652003,false,false,false,0
334.92,10.88,947,0.508445,false,false,false,0
13937.09,3.47,51,0.177696,true,false,false,1
313.30,15.01,487,0.352298,false,false,false,0
7590.14,2.62,36,0.065083,true,true,false,1
390.62,9.40,513,0.313381,false,false,false,0
185.33,16.35,620,0.585717,false,false,false,0
364.27,7.30,545,0.347956,false,true,false,0
12616.56,1.52,58,0.137114,true,true,false,1
237.11,8.49,747,0.585962,false,false,false,0
17265.30,2.34,59,0.162468,true,true,false,1
10757.84,5.25,65,0.164479,true,true,true,1
211.99,9.66,765,0.406513,false,false,false,0
119.49,10.98,725,0.435884,false,false,false,0
100.92,8.85,810,0.438697,false,false,false,0
8750.30,4.33,57,0.101679,true,false,false,1
243.85,7.61,1077,0.674533,false,false,false,0
13172.80,2.26,23,0.162584,true,false,true,1
318.48,9.96,536,0.309249,false,false,false,0
84.51,14.60,1004,0.578814,false,false,false,0
39.61,12.62,753,0.306785,false,false,true,0
141.34,8.55,383,0.568307,false,false,false,0
6821.51,5.22,66,0.170114,false,true,false,1
332.95,11.64,759,0.379477,false,false,true,0
154.57,9.31,631,0.577603,false,false,false,0
257.90,16.11,440,0.376749,false,false,false,0
317.53,19.33,983,0.467136,false,false,false,0
234.93,19.05,999,0.555833,false,true,false,0
13575.04,3.96,55,0.186330,true,true,false,1
17.70,8.81,956,0.471000,false,false,false,0
404.56,8.10,494,0.352544,false,false,false,0
279.65,16.57,923,0.488060,true,true,false,0
257.17,8.52,690,0.630142,false,false,false,0
174.75,16.67,492,0.531593,true,false,false,0
139.92,8.30,435,0.485467,false,false,false,0
156.01,17.50,409,0.326998,false,false,false,0
193.35,20.91,434,0.690704,false,false,false,0
72.32,10.24,920,0.371529,true,false,false,0
18272.46,1.50,51,0.184434,true,false,false,1
42.47,20.33,978,0.418774,false,false,false,0
180.86,8.78,662,0.481991,false,false,false,0
15531.33,4.68,31,0.191391,true,true,false,1
11554.58,1.32,46,0.126838,true,false,false,1
371.03,9.24,904,0.458932,false,false,false,0
230.33,12.06,386,0.346745,false,true,false,0
378.39,12.64,539,0.582816,false,false,false,0
9231.29,0.58,55,0.120480,true,true,true,1
377.28,17.40,616,0.577924,false,false,false,0
367.98,20.17,817,0.434339,false,false,false,0
286.42,13.09,389,0.524171,false,true,false,0
102.07,16.10,948,0.419972,true,false,false,0
172.32,15.34,557,0.607183,false,false,false,0
178.05,16.10,584,0.537931,false,false,false,0
110.05,7.41,1084,0.467705,false,false,false,0
16661.91,2.43,55,0.073808,true,false,true,1
176.93,18.66,961,0.648315,false,false,false,0
386.84,9.83,697,0.572337,false,false,false,0
310.13,7.43,1012,0.318628,false,false,false,0
8414.58,2.42,64,0.090184,true,true,false,1
229.00,19.01,737,0.593989,true,false,false,0
98.42,10.46,950,0.567659,false,false,false,0
6687.31,5.60,32,0.198027,true,true,true,1
6313.70,0.19,23,0.079261,true,true,false,1
35.09,19.65,374,0.518462,false,false,false,0
17491.72,1.66,60,0.127973,true,true,false,1
5295.77,2.75,21,0.158874,true,true,false,1
291.16,13.91,723,0.533953,true,false,false,0
104.24,16.04,828,0.602209,false,false,true,0
287.46,19.53,964,0.612852,true,false,false,0
16098.78,4.88,12,0.186509,true,true,false,1
67.37,7.94,514,0.393515,false,false,false,0
138.87,13.65,407,0.400439,false,false,false,0
19096.08,1.09,17,0.121050,true,true,false,1
15166.28,5.10,36,0.166777,true,true,false,1
28.87,16.69,1078,0.465930,false,false,false,0
18256.02,4.15,27,0.156937,true,true,false,1
269.39,17.13,627,0.337663,false,false,false,0
6036.58,4.21,25,0.114342,true,true,false,1
143.58,14.72,748,0.373724,true,false,false,0
8424.77,5.01,69,0.189243,true,true,false,1
11882.12,1.20,56,0.159318,true,true,true,1
18234.93,1.94,31,0.126065,true,true,true,1
111.15,18.15,396,0.400711,false,false,false,0
13607.75,5.23,12,0.079283,true,true,true,1
318.70,7.52,606,0.304604,false,false,false,0
213.59,14.14,946,0.573286,false,false,false,0
307.00,9.02,932,0.693121,false,false,false,0
337.62,19.37,883,0.586952,false,false,false,0
152.57,8.25,513,0.560783,false,false,false,0
15.02,11.51,1028,0.447245,false,false,false,0
210.52,8.84,708,0.670831,false,false,true,0
10135.37,2.60,11,0.158002,true,true,false,1
97.03,17.37,821,0.454939,false,false,false,0
11.13,11.19,904,0.406244,false,false,true,0
7878.32,2.76,27,0.113406,true,true,false,1
277.26,19.83,417,0.384562,false,false,false,0
12389.09,0.40,46,0.073149,true,true,false,1
254.15,15.65,1070,0.368715,false,false,false,0
37.73,7.29,740,0.338664,false,false,false,0
199.06,19.76,788,0.499748,false,false,false,0
5382.79,3.25,23,0.090462,true,true,false,1
106.34,20.02,528,0.491145,false,false,true,0
190.32,16.12,981,0.425694,false,false,false,0
407.07,16.63,445,0.568463,false,false,false,0
9770.41,2.91,63,0.155212,true,false,false,1
372.66,11.27,1014,0.531933,false,false,false,0
105.67,18.86,713,0.607162,false,false,false,0
19339.14,4.89,59,0.140118,false,true,false,1
5260.42,5.41,62,0.079949,false,false,false,1
403.61,18.80,605,0.656531,false,false,false,0
11857.00,0.21,19,0.052587,false,true,true,1
392.94,7.79,706,0.473953,false,false,false,0
378.63,12.21,742,0.609202,false,true,true,0
177.25,16.09,940,0.546932,true,false,false,0
156.32,9.72,1012,0.465905,false,false,false,0
19429.98,5.74,57,0.079824,false,true,false,1
186.47,15.61,727,0.306653,true,false,false,0
19556.21,4.56,35,0.058239,true,true,false,1
233.59,15.58,546,0.399394,false,false,false,0
55.06,20.83,882,0.334686,false,false,false,0
138.95,12.32,973,0.343772,true,false,false,0
302.55,10.99,779,0.505642,true,false,false,0
372.32,18.54,779,0.697312,false,false,false,0
54.67,7.50,659,0.349250,false,false,false,0
16635.28,3.52,64,0.169210,false,true,true,1
274.91,7.76,1009,0.446533,false,false,false,0
138.26,17.37,369,0.474630,false,false,false,0
175.84,12.56,969,0.430201,false,false,false,0
343.49,20.08,624,0.654245,false,false,false,0
395.48,19.11,1063,0.425520,false,false,false,0
273.89,9.92,486,0.361953,true,false,false,0
16640.36,3.65,56,0.168601,false,false,false,1
19927.59,2.43,16,0.155348,false,true,false,1
216.70,9.44,426,0.486307,false,false,false,0
236.03,9.76,610,0.538881,false,false,false,0
350.15,9.01,541,0.683546,false,false,false,0
5539.06,2.40,46,0.195762,false,true,false,1
190.89,14.03,633,0.317313,false,false,false,0
122.50,18.36,1030,0.412362,false,false,false,0
16796.50,0.78,38,0.096206,false,true,false,1
362.33,13.42,699,0.542168,false,false,false,0
14344.65,5.85,53,0.116038,false,false,false,1
228.77,11.53,789,0.540574,false,false,false,0
58.22,9.33,928,0.378242,false,false,false,0
407.02,15.27,699,0.384109,false,false,false,0
143.95,11.78,863,0.318525,false,false,false,0
12337.15,1.50,25,0.109899,false,false,false,1
80.84,14.21,557,0.464503,true,false,false,0
13778.73,2.59,39,0.166710,false,false,false,1
18985.04,2.53,42,0.164733,true,true,false,1
110.77,7.77,824,0.480071,false,false,false,0
16795.52,4.39,21,0.098088,true,true,false,1
9067.57,3.95,41,0.113556,false,false,true,1
5390.83,4.76,64,0.196597,true,true,true,1
31.42,14.49,627,0.420902,false,false,false,0
12281.89,1.59,68,0.079885,true,false,false,1
6614.78,0.62,47,0.137474,true,false,false,1
7256.36,5.33,36,0.106016,true,true,false,1
328.67,13.03,490,0.612089,false,false,false,0
242.30,10.04,465,0.559411,false,false,false,0
272.38,14.72,791,0.475512,false,false,false,0
149.83,17.16,857,0.694231,false,false,false,0
240.04,10.27,375,0.664841,false,false,false,0
14330.50,4.54,69,0.087831,false,false,false,1
13540.52,1.98,57,0.137430,false,true,false,1
13833.00,5.69,15,0.055015,true,false,false,1
133.13,14.62,860,0.511090,false,false,false,0
70.70,19.48,752,0.558810,false,false,false,0
61.22,19.67,996,0.587284,false,false,false,0
70.53,13.42,840,0.458013,false,false,false,0
284.65,11.29,649,0.653864,false,false,false,0
